AwayTeamAPI,AwayTeamAvgGoals,AwayTeamCreatonShooting,AwayTeamDefencePressure,AwayTeamGoals,AwayTeamOdds,AwayTeamPlaySpeed,GoalDiff,HomeTeamAPI,HomeTeamAvgGoals,HomeTeamCreatonShooting,HomeTeamDefencePressure,HomeTeamGoals,HomeTeamPlaySpeed,HomeTeamsOdds,corner_away_team,corner_home_team,crosses_away_team,crosses_home_team,on_target_shot_away_team,on_target_shot_home_team,possession_away_team,possession_home_team,red_card_away_team,red_card_home_team,yellow_card_away_team,yellow_card_home_team,HomeTeamRatings,AwayTeamRatings,win
9830,0.577777778,35,30,0,2.448,55,-2,9831,1.173469388,65,70,0,70,1.553,1,5,7,13,3,14,47,53,0,0,2,2,70.36986301,70.24489796,0
9830,0.577777778,35,30,0,2.411333333,55,7,8639,1.731958763,55,55,2,70,2.191,2.027777778,1.12987013,6.5,3.961038961,1.861111111,1.467532468,46.83333333,53.31578947,0.055555556,0.025974026,1.861111111,1.363636364,73.34482759,70.24489796,1
9830,0.577777778,35,30,0,2.411333333,55,7,8639,1.731958763,55,55,0,70,2.191,0,0,0,0,0,0,46.83333333,53.31578947,0,0,3,0,73.34482759,70.24489796,0
9830,0.577777778,35,30,0,2.411333333,55,7,8639,1.731958763,55,55,2,70,2.191,5,5,10,13,4,6,44,56,0,0,1,2,73.34482759,70.24489796,1
9830,0.577777778,35,30,1,2.493,55,5,9853,1.422680412,60,30,2,65,2.548333333,2.027777778,1.425,6.5,4.525,1.861111111,1.2625,46.83333333,52.78947368,0.055555556,0.0125,1.861111111,1.5,72.40277778,70.24489796,1
9830,0.577777778,35,30,0,2.493,55,5,9853,1.422680412,60,30,2,65,2.548333333,0,0,0,0,0,0,46.83333333,52.78947368,0,0,2,1,72.40277778,70.24489796,1
9830,0.577777778,35,30,0,2.493,55,5,9853,1.422680412,60,30,1,65,2.548333333,7,7,18,10,4,2,59,41,0,0,2,4,72.40277778,70.24489796,1
9830,0.577777778,35,30,0,2.495333333,55,2,8592,1.717171717,70,65,2,55,2.915,2.027777778,1.481481481,6.5,4.604938272,1.861111111,1.567901235,46.83333333,60,0.055555556,0.049382716,1.861111111,1.296296296,73.38983051,70.24489796,1
9830,0.577777778,35,30,1,2.495333333,55,2,8592,1.717171717,70,65,0,55,2.915,0,0,0,0,0,0,46.83333333,60,0,0,1,2,73.38983051,70.24489796,2
9830,0.577777778,35,30,0,2.495333333,55,2,8592,1.717171717,70,65,2,55,2.915,8,5,14,15,5,3,37,63,0,0,2,1,73.38983051,70.24489796,1
